Query,Source,Papers,Citations,Years,Cites_Year,Cites_Paper,Cites_Author,Papers_Author,Authors_Paper,h_index,g_index,hc_index,hI_index,hI_norm,AWCR,AW_index,AWCRpA,e_index,hm_index,QueryDate,Cites_Author_Year,hI_annual,h_coverage,g_coverage,star_count,year_first,year_last,ECC,acc1,acc2,acc5,acc20,hA
"""Artificial Intelligence in Education"" OR ""AI in Education"" OR ""Machine Learning in Teaching"" OR ""Deep Learning in Learning"" OR ""Intelligent Tutoring Systems"" OR ""Adaptive Learning Technologies"" OR ""Educational Data Mining""","Crossref",1000,3526,40,88.15,3.53,2016.43,560.40,1.84,23,51,24,9.45,18,1022.29,31.97,570.96,40.25,17.78,"2025-03-03 05:00:22",50.41,0.45,60.9,74.3,15,1985,2025,3526,155,78,30,7,12
